Category,Long,Lat
RFI,-79.3680573,43.6644669
RFI,-79.5818863,43.6609192
RFI,-79.4588165,43.654995
RFI,-79.4588165,43.654995
RFI,-79.4903641,43.6290512
RFI,-79.4420319,43.735714
RFI,-79.5818863,43.6609192
RFI,-79.5818863,43.6609192
RFI,-79.5818863,43.6609192
RFI,-79.3766632,43.6529808
RFI,-79.4325027,43.6802788
RFI,-79.2848358,43.7475204
RFI,-79.4393921,43.6980438
RFI,-79.4505997,43.6763077
RFI,-79.5770645,43.6423645
RFI,-79.4870377,43.6682014
RFI,-79.3970566,43.7645836
RFI,-79.4782791,43.7096252
RFI,-79.4281464,43.7123337
RFI,-79.5287476,43.6487732
RFI,-79.4483719,43.6445541
RFI,-79.5667038,43.7117043
RFI,-79.2703934,43.8071899
RFI,-79.5993042,43.7523041
RFI,-79.4405365,43.7551231
RFI,-79.4292221,43.7168121
RFI,-79.397644,43.6518784
RFI,-79.4909134,43.6875725
RFI,-79.4800797,43.7274742
RFI,-79.4800797,43.7274742
RFI,-79.4379196,43.6403351
RFI,-79.3146133,43.7560654
RFI,-79.3146133,43.7560654
RFI,-79.4844818,43.649334
RFI,-79.4630508,43.6928444
RFI,-79.4450684,43.6775055
RFI,-79.3809586,43.6657257
RFI,-79.2417603,43.7743378
RFI,-79.4649506,43.7594757
RFI,-79.4294357,43.6611519
RFI,-79.2189102,43.7431831
RFI,-79.5325012,43.6629715
RFI,-79.1409149,43.7896614
RFI,-79.4060211,43.6523132
RFI,-79.5406265,43.6406441
RFI,-79.5990524,43.7181282
RFI,-79.445549,43.7839355
RFI,-79.5982132,43.7227478
RFI,-79.404892,43.7053642
RFI,-79.2770309,43.7516556
RFI,-79.3193359,43.7969971
RFI,-79.1910706,43.7659836
RFI,-79.1910706,43.7659836
RFI,-79.2454224,43.7555504
RFI,-79.5613937,43.7353592
RFI,-79.420784,43.649334
RFI,-79.5194016,43.7010422
RFI,-79.5194016,43.7010422
RFI,-79.1868668,43.7706146
RFI,-79.4020004,43.6476135
RFI,-79.344841,43.6789551
RFI,-79.4820709,43.7266426
RFI,-79.5194016,43.7010422
RFI,-79.4820709,43.7266426
RFI,-79.4325027,43.6802788
RFI,-79.4129028,43.7692757
RFI,-79.4129028,43.7692757
RFI,-79.2909317,43.7098541
RFI,-79.5993042,43.7523041
RFI,-79.3080444,43.6682472
RFI,-79.3966064,43.6747284
RFI,-79.5993042,43.7523041
RFI,-79.3701401,43.6970482
RFI,-79.5179672,43.6228943
RFI,-79.5179672,43.6228943
RFI,-79.5179672,43.6228943
RFI,-79.3845978,43.6649399
RFI,-79.4259949,43.6427689
RFI,-79.3704834,43.7683449
RFI,-79.3015976,43.6876793
RFI,-79.4111557,43.7623558
RFI,-79.570694,43.7584801
RFI,-79.570694,43.7584801
RFI,-79.5246429,43.6857834
RFI,-79.5990524,43.7181282
RFI,-79.3127747,43.685688
RFI,-79.523819,43.6455116
RFI,-79.4427338,43.6583405
RFI,-79.4124374,43.6648865
RFI,-79.420784,43.649334
RFI,-79.3821182,43.6590996
RFI,-79.3236389,43.6833687
RFI,-79.5044022,43.705162
RFI,-79.5041428,43.6010094
RFI,-79.3266983,43.7746696
RFI,-79.4273758,43.6389618
RFI,-79.344841,43.6789551
RFI,-79.4273758,43.6389618
RFI,-79.3983688,43.7067337
RFI,-79.2876129,43.7278481
RFI,-79.5042496,43.7044754
RFI,-79.3866806,43.6606636
RFI,-79.4028397,43.7274361
RFI,-79.5485764,43.6107407
RFI,-79.6142807,43.7454948
RFI,-79.4669266,43.768856
RFI,-79.3484802,43.6782379
RFI,-79.4763031,43.6511383
RFI,-79.4028397,43.7274361
RFI,-79.3127747,43.685688
RFI,-79.5760574,43.6304665
RFI,-79.4630508,43.6928444
RFI,-79.4173508,43.7870712
RFI,-79.3376999,43.661602
RFI,-79.4028397,43.7274361
RFI,-79.3091965,43.6679916
RFI,-79.352623,43.6654892
RFI,-79.2934647,43.7821198
RFI,-79.5076218,43.6002235
RFI,-79.5625153,43.6342049
RFI,-79.1527786,43.797863
RFI,-79.2703934,43.8071899
RFI,-79.2297134,43.7274666
RFI,-79.3128357,43.7053986
RFI,-79.1409149,43.7896614
RFI,-79.1409149,43.7896614
RFI,-79.3375854,43.6688004
RFI,-79.4044571,43.733902
RFI,-79.1409149,43.7896614
RFI,-79.296875,43.6707153
RFI,-79.3230133,43.7752457
RFI,-79.5170746,43.7548561
RFI,-79.3266983,43.7746696
RFI,-79.4909134,43.6875725
RFI,-79.3983688,43.7067337
RFI,-79.3969574,43.699791
RFI,-79.3837891,43.6630249
RFI,-79.4304199,43.6609459
RFI,-79.1706467,43.7833099
RFI,-79.4763031,43.6511383
RFI,-79.5325165,43.6909599
RFI,-79.5325165,43.6909599
RFI,-79.2209244,43.8055801
RFI,-79.3588715,43.6762047
RFI,-79.5423813,43.7520943
RFI,-79.5091705,43.64785
RFI,-79.3127747,43.685688
RFI,-79.5993042,43.7523041
RFI,-79.5289841,43.6856842
RFI,-79.4129028,43.7692757
RFI,-79.3768539,43.6723595
RFI,-79.3766632,43.6529808
RFI,-79.5091705,43.64785
RFI,-79.5612564,43.645565
RFI,-79.3499527,43.7357941
RFI,-79.5413589,43.6347389
RFI,-79.5427094,43.7533379
RFI,-79.3001556,43.6839523
RFI,-79.3009567,43.7241135
RFI,-79.4153061,43.7787514
RFI,-79.4524231,43.7035904
RFI,-79.4524231,43.7035904
RFI,-79.4111557,43.7623558
RFI,-79.420784,43.649334
RFI,-79.4393921,43.6980438
RFI,-79.4126663,43.6886711
RFI,-79.352623,43.6654892
RFI,-79.352623,43.6654892
RFI,-79.2888031,43.8070526
RFI,-79.5325012,43.6629715
RFI,-79.5982132,43.7227478
RFI,-79.3473434,43.678463
RFI,-79.2848358,43.7475204
RFI,-79.2848358,43.7475204
RFI,-79.4017792,43.6538849
RFI,-79.3091965,43.6679916
RFI,-79.2848358,43.7475204
RFI,-79.4473343,43.6963615
RFI,-79.3849564,43.665844
RFI,-79.3157654,43.7967758
RFI,-79.5289841,43.6856842
RFI,-79.5794983,43.6514091
RFI,-79.4386902,43.6871376
RFI,-79.4038696,43.6666603
RFI,-79.3950424,43.6454735
RFI,-79.5325165,43.6909599
RFI,-79.3437195,43.7758369
RFI,-79.4505997,43.6763077
RFI,-79.4903641,43.6290512
RFI,-79.4200058,43.6439819
RFI,-79.4200058,43.6439819
RFI,-79.3792572,43.6524429
RFI,-79.3792572,43.6524429
RFI,-79.455513,43.7176437
RFI,-79.3704834,43.7683449
RFI,-79.3768539,43.6723595
RFI,-79.4124374,43.6648865
RFI,-79.4273148,43.6429367
RFI,-79.4353638,43.6598854
RFI,-79.2883606,43.6912346
RFI,-79.5993042,43.7523041
RFI,-79.4899826,43.7593269
RFI,-79.5198746,43.660881
RFI,-79.5198746,43.660881
RFI,-79.5198746,43.660881
RFI,-79.3271713,43.6825905
RFI,-79.3809586,43.6657257
RFI,-79.2543335,43.8358841
RFI,-79.1868668,43.7706146
RFI,-79.4077225,43.6564827
RFI,-79.3941422,43.6880836
RFI,-79.4524231,43.7035904
RFI,-79.3866806,43.6606636
RFI,-79.4691238,43.7779465
RFI,-79.5395584,43.6408958
RFI,-79.5794983,43.6514091
RFI,-79.4531784,43.7069855
RFI,-79.5281677,43.6858673
RFI,-79.2454224,43.7555504
RFI,-79.365654,43.6567955
RFI,-79.3127747,43.685688
RFI,-79.3640289,43.6512756
RFI,-79.3768387,43.6411552
RFI,-79.352623,43.6654892
RFI,-79.5479355,43.6810417
RFI,-79.3127747,43.685688
RFI,-79.531189,43.6624146
RFI,-79.4486389,43.6767349
RFI,-79.4126663,43.6886711
RFI,-79.4126663,43.6886711
RFI,-79.3983688,43.7067337
RFI,-79.4020004,43.6476135
RFI,-79.4294357,43.6611519
RFI,-79.248085,43.7366982
RFI,-79.3484726,43.6884575
RFI,-79.4370346,43.6552162
RFI,-79.4202271,43.6827736
RFI,-79.3574905,43.7534943
RFI,-79.3574905,43.7534943
RFI,-79.5586472,43.694252
RFI,-79.3837662,43.6557198
RFI,-79.4126129,43.6554642
RFI,-79.5758972,43.6425629
RFI,-79.5758972,43.6425629
RFI,-79.3821182,43.6590996
RFI,-79.3837662,43.6557198
RFI,-79.5671616,43.6833382
RFI,-79.3647995,43.7135696
RFI,-79.3481064,43.6875381
RFI,-79.3792572,43.6524429
RFI,-79.2867508,43.7836189
RFI,-79.4763031,43.6511383
RFI,-79.136673,43.7796021
RFI,-79.481514,43.6309738
RFI,-79.2650528,43.7515259
RFI,-79.3230133,43.7752457
RFI,-79.3819275,43.6586685
RFI,-79.5272751,43.6503944
RFI,-79.3905869,43.6694489
RFI,-79.5529861,43.751442
RFI,-79.3905869,43.6694489
RFI,-79.5315094,43.7140923
RFI,-79.296875,43.6707153
RFI,-79.5993042,43.7523041
RFI,-79.5993042,43.7523041
RFI,-79.5993042,43.7523041
RFI,-79.4195404,43.6495743
RFI,-79.3811111,43.6420593
RFI,-79.4427338,43.6583405
RFI,-79.3901978,43.7084122
RFI,-79.3474426,43.65942
RFI,-79.5607681,43.7244873
RFI,-79.5607681,43.7244873
RFI,-79.5607681,43.7244873
RFI,-79.5607681,43.7244873
RFI,-79.5607681,43.7244873
RFI,-79.510025,43.6476707
RFI,-79.5088577,43.6249771
RFI,-79.4370346,43.6552162
RFI,-79.2810745,43.7658043
RFI,-79.2780685,43.7049942
RFI,-79.2780685,43.7049942
RFI,-79.4273148,43.6429367
RFI,-79.4751968,43.6708565
RFI,-79.5625153,43.6342049
RFI,-79.5990524,43.7181282
RFI,-79.3867874,43.6702271
RFI,-79.4202728,43.654911
RFI,-79.2417603,43.7743378
RFI,-79.4353638,43.6598854
RFI,-79.2859726,43.6806374
RFI,-79.4630508,43.6928444
RFI,-79.4386902,43.6871376
RFI,-79.5993042,43.7523041
RFI,-79.3236389,43.6833687
RFI,-79.3883133,43.6547928
RFI,-79.6142807,43.7454948
RFI,-79.3484726,43.6884575
RFI,-79.3222122,43.7735062
RFI,-79.3222122,43.7735062
RFI,-79.3222122,43.7735062
RFI,-79.1409149,43.7896614
RFI,-79.4130096,43.6894341
RFI,-79.5554733,43.674221
RFI,-79.4202271,43.6827736
RFI,-79.4564743,43.7218552
RFI,-79.4430847,43.6779633
RFI,-79.233078,43.7581863
RFI,-79.2591705,43.7784462
RFI,-79.2591705,43.7784462
RFI,-79.2519302,43.7053185
RFI,-79.1987457,43.7462997
RFI,-79.344841,43.6789551
RFI,-79.2415543,43.793293
RFI,-79.5554733,43.674221
RFI,-79.5272751,43.6503944
RFI,-79.5162048,43.700161
RFI,-79.3473434,43.678463
RFI,-79.4214401,43.6844559
RFI,-79.4763031,43.6511383
RFI,-79.3680573,43.6644669
RFI,-79.5258636,43.7032242
RFI,-79.2307587,43.7265778
RFI,-79.2454224,43.7555504
RFI,-79.3568192,43.6529274
RFI,-79.4020004,43.6476135
RFI,-79.4910507,43.763504
RFI,-79.4910507,43.763504
RFI,-79.5794983,43.6514091
RFI,-79.4386902,43.6871376
RFI,-79.1409149,43.7896614
RFI,-79.5811157,43.7138481
RFI,-79.5598526,43.7498055
RFI,-79.3849564,43.665844
RFI,-79.570694,43.7584801
RFI,-79.4649506,43.7594757
RFI,-79.4038696,43.6666603
RFI,-79.3849564,43.665844
RFI,-79.2760468,43.7859306
RFI,-79.2733688,43.7984085
RFI,-79.4524536,43.6563225
RFI,-79.3866806,43.6606636
RFI,-79.4393921,43.6980438
RFI,-79.4393921,43.6980438
RFI,-79.4870377,43.6682014
RFI,-79.416893,43.7254219
RFI,-79.42556,43.7009964
RFI,-79.5162048,43.700161
RFI,-79.344841,43.6789551
RFI,-79.344841,43.6789551
RFI,-79.3580856,43.6754036
RFI,-79.5892334,43.7410965
RFI,-79.2882614,43.7832909
RFI,-79.2882614,43.7832909
RFI,-79.5356064,43.5939903
RFI,-79.3842087,43.6708069
RFI,-79.5356064,43.5939903
RFI,-79.5794983,43.6514091
RFI,-79.397644,43.6518784
RFI,-79.4804688,43.6502075
RFI,-79.3845978,43.6649399
RFI,-79.4820709,43.7266426
RFI,-79.3813324,43.6511726
